"PMID","Title","Abstract","ISSN","Journal","Location","Year","FirstAuthorForename","FirstAuthorLastname","FirstAuthorInitials","FirstAuthorAffiliation"
28854748,"Pattern recognition receptor genes expression profiling in indigenous chickens of India and White Leghorn.","Pattern recognition receptors (PRR) such as Toll-like receptors, NOD-like receptors, RIG-I helicase receptors, and C-type lectin receptors play a critical role in innate immunity as a first line of defense against invading pathogens through recognition of pathogen and/or damage-associated molecular patterns. Genetic makeup of birds is known to play a role in resistance or susceptibility to various infectious diseases. Therefore, the present study was carried out to elucidate the differential expression of PRR and some of the cytokine genes in peripheral blood mononuclear cells of indigenous chicken breeds such as Ghagus and Nicobari and an exotic chicken breed, White Leghorn (WLH). The stability of expression of reference genes in peripheral blood mononuclear cells of 3 breeds was first determined using NormFinder and BestKeeper programs. NormFinder determined B2M and G6PDH reference genes as the best combination with stability value of 0.38. Out of total 14 genes studied, expression of ten genes was found to be significantly different among 3 breeds after normalization with these reference genes. Ghagus breed showed higher level of expression of TLR1LB, TLR7, NOD1, NOD5, B-Lec, IFNβ, IL1β, and IL8 genes when compared to Nicobari breed. Further, Ghagus showed higher expression of TLR1LB, MDA5, LGP2, B-Lec, IL1β, and IL8 genes as compared to WLH breed. Higher expression of LGP2 and MDA5 genes was observed in Nicobari compared to the WLH breed while higher expression of TLR7, NOD1, NOD5, and IFNβ genes was observed in WLH as compared to Nicobari breed. No difference was observed in the expression of TLR1LA, TLR3, B-NK, and IFNα genes among 3 breeds. Study revealed significant breed effect in expression profile of PRR and some of the cytokine genes and Ghagus breed seems to have better expression profile of these genes linked to the innate immunity when compared to the WLH and Nicobar breeds.","1525-3171","Poultry science","(96) 3052-3057",2017,"S","Haunshi","S","ICAR-Directorate of Poultry Research, Rajendranagar, Hyderabad-500030 India. Electronic address: santosh575g@gmail.com."
28936029,"Silicon nanoporous membranes as a rigorous platform for validation of biomolecular transport models.","Microelectromechanical systems (MEMS), a technology that resulted from significant innovation in semiconductor fabrication, have recently been applied to the development of silicon nanopore membranes (SNM). In contrast to membranes fabricated from polymeric materials, SNM exhibit slit-shaped pores, monodisperse pore size, constant surface porosity, zero pore overlap, and sub-micron thickness. This development in membrane fabrication is applied herein for the validation of the XDLVO (extended Derjaguin, Landau, Verwey, and Overbeek) theory of membrane transport within the context of hemofiltration. In this work, the XDLVO model has been derived for the unique slit pore structure of SNM. Beta-2-microglobulin (B2M), a clinically relevant ""middle molecular weight"" solute in kidney disease, is highlighted in this study as the solute of interest. In order to determine interaction parameters within the XDLVO model for B2M and SNM, goniometric measurements were conducted, yielding a Hamaker constant of 4.61× 10","0376-7388","Journal of membrane science","(536) 44-51",2017,"Benjamin J","Feinberg","BJ","Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, California, USA."
28949053,"Cervical cancer stem-like cells: systematic review and identification of reference genes for gene expression.","Cervical cancer is the fourth most common cancer affecting women worldwide. Among many factors, the presence of cancer stem cells, a subpopulation of cells inside the tumor, has been associated with a worse prognosis. Considering the importance of gene expression studies to understand the biology of cervical cancer stem cells (CCSC), this work identifies stable reference genes for cervical cancer cell lines SiHa, HeLa, and ME180 as well as their respective cancer stem-like cells. A literature review was performed to identify validated reference genes currently used to normalize RT-qPCR data in cervical cancer cell lines. Then, cell lines were cultured in regular monolayer or in a condition that favors tumor sphere formation. RT-qPCR was performed using five reference genes: ACTB, B2M, GAPDH, HPRT1, and TBP. Stability was assessed to validate the selected genes as suitable reference genes. The evaluation validated B2M, GAPDH, HPRT1, and TBP in these experimental conditions. Among them, GAPDH and TBP presented the lowest variability according to the analysis by Normfinder, Bestkeeper, and ΔC","1095-8355","Cell biology international","(42) 139-152",2018,"Rafael P","de Campos","RP","Laboratório de Biologia Celular, Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA), Porto Alegre 90050-170, Rio Grande do Sul, Brazil."
28978063,"Predictive value of molecular subtyping in NMIBC by RT-qPCR of ERBB2, ESR1, PGR and MKI67 from formalin fixed TUR biopsies.","Expression of ESR1, PGR, HER2 and Ki67 is important for risk stratification and therapy in breast cancer. Hormone receptor expression can also be found in MIBC, reflecting luminal and basal subtypes of breast cancer. Thus the purpose was to investigate on the mRNA expression of the aforementioned markers and their prognostic value in pT1 bladder cancer. Retrospective analysis of clinical data and Formalin-Fixed Paraffin-Embedded tissues (FFPE) of patients with stage pT1 NMIBC who underwent transurethral resection of the bladder was performed. mRNA expression was measured by single step RT-qPCR. Relative gene expression was determined by normalization to two housekeeping genes (CALM2, B2M) using the 40-ΔΔCT method. Correlation of mRNA expression with outcome was assessed using Kaplan-Meier analysis and multivariate Cox regression analysis. From overall 302 patients, 255 samples could be analyzed with valid measurements. Subtype distribution was Luminal-A in 11.4%, Luminal-B in 38.8%, triple negative in 36.9% and ERBB2 in 12.9%, respectively. Kaplan-Meier analysis revealed molecular subtyping being statistical significant for RFS (p=0.0408) and PFS (p=0.0039). Luminal-A patients did have the best RFS and PFS. Multivariate analysis revealed molecular subtyping to be significant for PFS (L-R Chi","1949-2553","Oncotarget","(8) 67684-67695",2017,"Johannes","Breyer","J","Department of Urology, University of Regensburg, Regensburg, Germany."
28987956,"Determination of stable reference genes for RT-qPCR expression data in mechanistic pain studies on pig dorsal root ganglia and spinal cord.","RNA expression levels for genes of interest must be normalised with appropriate reference or ""housekeeping"" genes that are stably expressed across samples and treatments. This study determined the most stable reference genes from a panel of 6 porcine candidate genes: beta actin (ACTB), beta-2-microglobulin (B2M), eukaryotic elongation factor 1 gamma-like protein (eEF-1), glyceraldehyde-3-phosphate dehydrogenase (GAPDH), succinate dehydrogenase complex subunit A (SDHA), Ubiquitin C (UBC) in sacral dorsal root ganglia and spinal cord samples collected from 16 tail docked pigs (2/3rds of tail amputated) 1, 4, 8 and 16weeks after tail injury (4 pigs/time point). Total RNA from pooled samples was measured by SYBRgreen real-time quantitative PCR. Cycle threshold values were analysed using geNorm, BestKeeper and NormFinder PCR analysis software. Average expression stability and pairwise variation values were calculated for each candidate reference gene. GeNorm analysis identified the most stable genes for normalisation of gene expression data to be GAPDH>eEF-1>UBC>B2M>ACTB>SDHA for dorsal root ganglia and ACTB>SDHA>UBC>B2M>GAPDH>eEF-1 for spinal cord samples. Expression stability estimates were verified by BestKeeper and NormFinder analysis. Expression stability varied between genes within and between tissues. Validation of most stably expressed reference genes was performed by normalisation of calcitonin gene related polypeptide beta (CALCB). The results show similar patterns of CALCB expression when the best reference genes selected by all three programs were used. GAPDH, eEF-1 and UBC are suitable reference genes for porcine dorsal root ganglia samples, whereas ACTB, SDHA and UBC are more appropriate for spinal cord samples.","1532-2661","Research in veterinary science","(114) 493-501",2017,"Dale A","Sandercock","DA","Animal and Veterinary Science Research Group, Scotland's Rural College (SRUC), West Mains Road, Edinburgh EH16 4SA, UK. Electronic address: dale.sandercock@sruc.ac.uk."
29054544,"[Abnormalities of DNA repair and gynecological cancers].","The demonstration of frequent defects in the DNA damage response in high grade ovarian cancer has paved the way for a new therapeutic approach aimed at exploiting this unique vulnerability. The efficacy of poly (ADP) ribose polymerase inhibitors (PARPi) in patients with homologous recombination (HR) DNA repair deficient ovarian cancer (OC) resulting from a BRCA1/2 mutation has provided the proof of concept for synthetic lethality. Thus, olaparib is now approved by the EMA as maintenance therapy after response to a platinum regimen for patients with recurrent, platinum-sensitive, high-grade serous, BRCA1/2-mutated ovarian cancer. Furthermore, several recent trials in OC have demonstrated that the benefit of PARPi may not be limited to patients with BRCA mutations. These data, combined with genomic studies suggesting that a significant proportion of OC may harbor somatic and germline alterations in other HR genes open huge perspectives for exploiting DNA repair as a therapeutic strategy. The current priorities are to (i) determine whether new biomarkers of homologous recombination deficiency may identify the BRCA wild-type subset likely to derive benefit from PARPi; (ii) to determine whether the efficacy of PARPi can be improved by combinatorial strategies (with chemotherapy, radiotherapy, immunotherapy, anti-angiogenesis or DNA repair inhibitors) and (iii) to develop new approaches exploiting DNA repair deficiencies in ovarian and other gynecological tumors.","1769-6917","Bulletin du cancer","(104) 971-980",2017,"Aurélie","Auguste","A","Gustave-Roussy, Inserm U981, Gynecological Tumors Translational Research Lab, 114, rue Edouard-Vaillant, B2M - p130, 94805 Villejuif, France. Electronic address: aurelie.auguste@gustaveroussy.fr."
29070816,"Resistance to checkpoint blockade therapy through inactivation of antigen presentation.","Treatment with immune checkpoint blockade (CPB) therapies often leads to prolonged responses in patients with metastatic melanoma, but the common mechanisms of primary and acquired resistance to these agents remain incompletely characterized and have yet to be validated in large cohorts. By analyzing longitudinal tumor biopsies from 17 metastatic melanoma patients treated with CPB therapies, we observed point mutations, deletions or loss of heterozygosity (LOH) in beta-2-microglobulin (B2M), an essential component of MHC class I antigen presentation, in 29.4% of patients with progressing disease. In two independent cohorts of melanoma patients treated with anti-CTLA4 and anti-PD1, respectively, we find that B2M LOH is enriched threefold in non-responders (~30%) compared to responders (~10%) and associated with poorer overall survival. Loss of both copies of B2M is found only in non-responders. B2M loss is likely a common mechanism of resistance to therapies targeting CTLA4 or PD1.","2041-1723","Nature communications","(8) 1136",2017,"Moshe","Sade-Feldman","M","Department of Medicine, Massachusetts General Hospital Cancer Center, Boston, MA, 02114, USA."
29079997,"Validation of Reference Genes for Expression Studies in Human Meningiomas under Different Experimental Settings.","Quantitative polymerase chain reaction (qPCR) is a sensitive technique for the quantitative analysis of gene expression levels. To compare mRNA transcripts across tumour and non-pathological tissue, appropriate reference genes are required for internal standardisation. Validation of these reference genes in meningiomas has not yet been reported. After mRNA transcription of meningioma (WHO grade I-III) and meningeal tissue from three different experimental sample types (fresh tissue, primary cell cultures and FFPE tissue), 13 candidate reference genes (ACTB, B2M, HPRT, VIM, GAPDH, YWHAZ, EIF4A2, MUC1, ATP5B, GNB2L, TUBB, CYC1, RPL13A) were chosen for quantitative expression analysis. Two statistical algorithms (GeNorm and NormFinder) were used for validation of gene expression stability. All candidate housekeepers tested for stability were checked within and across the three tissue analysis groups. Pearson correlation, the ΔC ","1559-1182","Molecular neurobiology","(55) 5787-5797",2018,"Diana","Freitag","D","Department of Neurosurgery, Section of Experimental Neurooncology, Jena University Hospital - Friedrich Schiller University Jena, Am Klinikum 1, 07747, Jena, Germany. diana.freitag@med.uni-jena.de."
29081654,"Association between serum β2-microglobulin levels and frailty in an elderly Chinese population: results from RuLAS.","To examine the association between serum β2-microglobulin (B2M) levels and frailty in an elderly Chinese population.","1178-1998","Clinical interventions in aging","(12) 1725-1729",2017,"Zu-Yun","Liu","ZY","Department of Internal Medicine, Yale School of Medicine, New Haven, CT, USA."
29095075,"Suitable reference gene selection for gene expression studies in knee osteoarthritis synovium using quantitative PCR analysis.","Osteoarthritis (OA) is the leading cause of musculoskeletal disability in the elderly. Insights into the biological features of OA are obtained by characterization of the molecular features by gene expression profiling using reverse transcription-quantitative PCR (RT-qPCR). However, it has recently become evident that the use of suitable reference genes is required for appropriate normalization of this technique. Here total RNA was isolated from the synovium of 18 men and 20 women who underwent total knee arthroplasty for knee OA (KOA). We validated the expression stability of 7 candidate housekeeping genes (ACTB, B2M, GAPDH, HPRT1, RPL13A, SDHA, and YWHAZ) in the synovium of KOA with 3 commonly used algorithms (geNorm, NormFinder, and BestKeeper). Additionally, we evaluated expression profiles of the steroid hormone receptor (AR, ESR1, ESR2, GR, MR, and PR) and proinflammatory cytokines (IL1B and IL6) genes in the synovium and their correlations with the risk factors of KOA, using the most and least stable housekeeping genes for comparison. Results showed that HPRT1 was the most stable gene, whereas B2M was the least stable. RT-qPCR analysis revealed sexually dimorphic expression of AR, IL1B, and IL6; intercorrelations between steroid hormone receptor expression levels and female-specific correlations of IL1B expression with ESR1 and PR expression, IL6 expression with ESR1 and GR expression, and body mass index with AR and PR expression; and the choice of the least stable reference gene altered several correlations and statistical significances. In conclusion, HPRT1 was identified as the suitable reference gene for normalization in the OA synovium.","1607-8438","Connective tissue research","(59) 356-368",2018,"Hiroshi","Watanabe","H","a Department of Anatomy and Neurobiology , Graduate School of Medicine, Nippon Medical School , Bunkyo-ku , Tokyo , Japan."
29137242,"Immune profiling of NF1-associated tumors reveals histologic subtype distinctions and heterogeneity: implications for immunotherapy.","Successful treatment of neurofibromatosis type 1 (NF1)-associated tumors poses a significant clinical challenge. While the primary underlying genetic defect driving RAS signaling is well described, recent evidence suggests immune dysfunction contributes to tumor pathogenesis and malignant transformation. As immunologic characterizations, prognostic and predictive of immunotherapeutic clinical response in other cancers, are not fully described for benign and malignant NF1-related tumors, we sought to define their immunologic profiles. We determined the expression of human leukocyte antigen (HLA)-A/-B/-C, β-2-microglobulin (B2M), and T cell inhibitory ligands PD-L1 and CTLA-4 by microarray gene analysis and flow cytometry. We examined HLA-A/-B/-C, B2M, and PD-L1 expression on thirty-six NF1-associated tumor samples by immunohistochemistry, and correlated these with tumoral CD4","1949-2553","Oncotarget","(8) 82037-82048",2017,"Kellie B","Haworth","KB","Division of Hematology, Oncology, Blood and Marrow Transplant, Department of Pediatrics, Nationwide Children's Hospital, Columbus, Ohio, USA."
29142239,"Differential overexpression of SERPINA3 in human prion diseases.","Prion diseases are fatal neurodegenerative disorders with sporadic, genetic or acquired etiologies. The molecular alterations leading to the onset and the spreading of these diseases are still unknown. In a previous work we identified a five-gene signature able to distinguish intracranially BSE-infected macaques from healthy ones, with SERPINA3 showing the most prominent dysregulation. We analyzed 128 suitable frontal cortex samples, from prion-affected patients (variant Creutzfeldt-Jakob disease (vCJD) n = 20, iatrogenic CJD (iCJD) n = 11, sporadic CJD (sCJD) n = 23, familial CJD (gCJD) n = 17, fatal familial insomnia (FFI) n = 9, Gerstmann-Sträussler-Scheinker syndrome (GSS)) n = 4), patients with Alzheimer disease (AD, n = 14) and age-matched controls (n = 30). Real Time-quantitative PCR was performed for SERPINA3 transcript, and ACTB, RPL19, GAPDH and B2M were used as reference genes. We report SERPINA3 to be strongly up-regulated in the brain of all human prion diseases, with only a mild up-regulation in AD. We show that this striking up-regulation, both at the mRNA and at the protein level, is present in all types of human prion diseases analyzed, although to a different extent for each specific disorder. Our data suggest that SERPINA3 may be involved in the pathogenesis and the progression of prion diseases, representing a valid tool for distinguishing different forms of these disorders in humans.","2045-2322","Scientific reports","(7) 15637",2017,"S","Vanni","S","Laboratory of Prion Biology, Department of Neuroscience, SISSA, Trieste, Italy."
29166265,"Selection of reference genes for quantitative real-time RT-PCR on gene expression in Golden Pompano (Trachinotus ovatus).","Golden pompano (Trachinotus ovatus) is an important economically fish species. In this study, with an aim to identify reliable reference genes for quantitative real-time PCR (qRT-PCR) in golden pompano, we evaluated the expression stability of eight housekeeping genes in the presence and absence of poly I:C stimulation in eight tissues. The PCR data was analyzed by geNorm and NormFinder algorithms. The results showed that the expression of all the examined genes exhibited tissue-dependent variations. When under normal physiological condition, geNorm and NormFinder identified B2M and 18S as suitable genes. When studying gene expression under conditions of poly I:C stimulation, the selection of the internal controls should be selected on a tissue basis. At 12 h stimulation, geNorm ranked Actin/UBCE, Actin/B2M, UBCE/B2M, Actin/UBCE, RPL13/B2M, UBCE/GAPDH, B2M/RPL13, and UBCE/B2M, respectively, as the most stably expressed genes in liver, spleen, kidney, gill, intestine, heart, muscle, and brain. Comparable ranking orders were produced by NormFinder. Similar results were obtained at 48 h stimulation. Taken together, these results indicate that B2M and 18S are the most stable gene across tissue types under normal physiological conditions. However, during poly I:C stimulation, no single gene or single pair of genes in the examined set of housekeeping genes can serve as a universal reference across all tissue types. If one gene is preferred, B2M, B2M, UBCE, Actin, B2M/RPL13, B2M, B2M, and RPL13 may be used in spleen, kidney, liver, gill, intestine, brain, muscle, and heart of golden pompano, respectively.","1505-1773","Polish journal of veterinary sciences","(20) 583-594",2017,"X J","Chen","XJ","University, P.R."
29198037,"Gene expression profile and long non-coding RNA analysis, using RNA-Seq, in chicken embryonic fibroblast cells infected by avian leukosis virus J.","Avian leukosis virus J (ALVJ) infection induces hematopoietic malignancy in myeloid leukemia and hemangioma in chickens. However, little is known about the mechanisms underpinning the unique pathogenesis of ALVJ. In this study, we investigated the gene expression profiles of ALVJ-infected chicken cells and performed a comprehensive analysis of the long non-coding RNAs (lncRNAs) in CEF cells using RNA-Seq. As a result, 36 differentially expressed lncRNAs and 91 genes (FC > 2 and q-values < 0.05) were identified. Bioinformatics analysis revealed that these differentially expressed genes are involved in the innate immune response. Target prediction analysis revealed that these lncRNAs may act in cis or trans and affect the expression of genes which are involved in the anti-viral innate immune responses. Toll-like receptor, RIG-I receptor, NOD-like receptor and JAK-STAT signaling pathways were enriched. Notably, the induced expression of innate immunity genes, including B2M, DHX58, IFI27L2, IFIH1, IRF10, ISG12(2), MX, OAS*A, RSAD2, STAT1, TLR3, IL4I1, and IRF1 (FC > 2 and correlation > 0.95), were highly correlated with the upregulation of several lncRNAs, including MG066618, MG066617, MG066601, MG066629, MG066609 and MG066616. These findings identify the expression profile of lncRNAs in chicken CEF cells infected by ALVJ virus and provide new insights into the molecular mechanisms of ALVJ infection.","1432-8798","Archives of virology","(163) 639-647",2018,"Xuming","Hu","X","Institute of Epigenetics and Epigenomics, College of Animal Science and Technology, Yangzhou University, 48 East Wenhui Road, Yangzhou, 225009, Jiangsu, China."
29228176,"Screening and identification of immunoactive FlaB protein fragments of Treponema pallidum for the serodiagnosis of syphilis.","Flagellin is a classical pathogen-associated molecular pattern that can evoke a robust immune response. We have demonstrated previously that three full-length flagellins of Treponema pallidum, namely FlaB1, FlaB2 and FlaB3, did have diagnostic value in the serodiagnosis of syphilis. Here, we selected and constructed three recombinant fragments of each complete FlaB, both the conserved N-terminal and the C-terminal region, and the middle variable part, with the goal of exploring fragments unique to Treponema pallidum for use as antigen targets in a fragment-based serological test. The diagnostic performance of fragments was evaluated using different panels of serum specimens (= 332) by indirect IgG enzyme-linked immunosorbent assay. The data showed that all the conserved fragments exhibited excellent sensitivities (91.1-95.0%) but poor specificities (64.1-78.4%), while the three middle regions demonstrated higher sensitivities and specificities for detecting IgG antibody, with 92.7% and 96.1% for FlaB1M ('B1M'), 91.6% and 94.8% for B2M, and 95.0% and 100% for B3M, respectively. In comparison, the sensitivity and specificity of Architect Syphilis TP was found to be 95.5% and 94.8%, respectively. These findings revealed that the middle portion of each FlaB had epitopes specific for Treponema pallidum and identified B3M as a promising candidate antigen for the serodiagnosis of syphilis.","2049-632X","Pathogens and disease","10.1093/femspd/ftx122",2018,"Manyi","Tan","M","Pathogenic Biology Institute, Medical College, University of South China, 28 West Changsheng Road, Hengyang, Hunan 421001, China."
29228708,"Blood biomarkers in adults with lymph node enlargement contribute to diagnostic significance of malignancy.","Lymph node enlargement is a common presentation and has a possibility of malignancy like lymphoma that requires early diagnosis. This study aims to analyze the clinical characteristics of these patients and finds out useful predictors of malignant diseases. We retrospectively investigated 81 patients with lymph node enlargement between July 2, 2014 and May 17, 2016. The characteristics and laboratory findings were evaluated combining with the final diagnosis. The diagnoses were malignancy in 51 patients and benign lymphadenopathy in 30 patients. Increased beta2-microglobulin (B2M) (","1949-2553","Oncotarget","(8) 98533-98541",2017,"Shanshan","Ma","S","Department of Hematology, the First Affiliated Hospital of Medical School of Zhejiang University, Zhejiang, Hangzhou, China."
29231123,"Urinary protein biomarkers of kidney injury in patients receiving cisplatin chemotherapy.","Despite recent progress in the development of novel approaches to treat cancer, traditional antineoplastic drugs, such as cisplatin, remain a mainstay of regimens targeting solid tumors. Use of cisplatin is limited by acute kidney injury, which occurs in approximately 30% of patients. Current clinical measures, such as serum creatinine and estimated glomerular filtration rate, are inadequate in their ability to detect acute kidney injury, particularly when there is only a moderate degree of injury. Thus, there is an urgent need for improved diagnostic biomarkers to predict nephrotoxicity. There is also interest by the U.S. Food and Drug Administration to validate and implement new biomarkers to identify clinical and subclinical acute kidney injury in patients during the drug approval process. This minireview provides an overview of the current literature regarding the utility of urinary proteins (albumin, beta-2-microglobulin, N-acetyl-D-glucosaminidase, kidney injury molecule-1, neutrophil gelatinase-associated lipocalin, and cystatin C) as biomarkers for cisplatin-induced AKI. Many of the well-studied urinary proteins (KIM-1, NGAL, B2M, albumin) as well as emerging biomarkers (calbindin, monocyte chemotactic protein-1, and trefoil factor 3) display distinct patterns of time-dependent excretion after cisplatin administration. Implementation of these biomarker proteins in the oncology clinic has been hampered by a lack of validation studies. To address these issues, large head-to-head studies are needed to fully characterize time-dependent responses and establish accurate cutoff values and ranges, particularly in cancer patients. Impact statement There is growing interest in using urinary protein biomarkers to detect acute kidney injury in oncology patients prescribed the nephrotoxic anticancer drug cisplatin. We aim to synthesize and organize the existing literature on biomarkers examined clinically in patients receiving cisplatin-containing chemotherapy regimens. This minireview highlights several proteins (kidney injury molecule-1, beta-2-microglobulin, neutrophil gelatinase-associated lipocalin, calbindin, monocyte chemotactic protein-1, trefoil factor 3) with the greatest promise for detecting cisplatin-induced acute kidney injury in humans. A comprehensive review of the existing literature may aid in the design of larger studies needed to implement the clinical use of these urinary proteins as biomarkers of kidney injury.","1535-3699","Experimental biology and medicine (Maywood, N.J.)","(243) 272-282",2018,"Blessy","George","B","1 Department of Pharmacology and Toxicology, Rutgers, The State University of New Jersey, Ernest Mario School of Pharmacy, Piscataway, NJ 08854, USA."
29289361,"The pathobiology of primary testicular diffuse large B-cell lymphoma: Implications for novel therapies.","Primary testicular lymphomas (PTL) are the most prevalent type of testicular cancer arising in men over the age of 60. PTL accounts for approximately 1-2% of all non-Hodgkin lymphomas and most present with localized disease but despite this, outcome is poor. The majority of cases represent an extranodal manifestation of diffuse large B-cell lymphoma (DLBCL), known as primary testicular DLBCL (PT-DLBCL). Gene expression profiling has established that over 75% of PT-DLBCLs resemble the activated B-cell-like (ABC) or non-germinal center subtype of nodal DLBCL. In distilling the specific mutational landscape and immunophenotypic profiles, immune-escape and sustained signalling emerge as prominent features of PT-DLBCL. These include genomic alterations arising within the core components of antigen presentation (CIITA, B2M, and HLA loci) and structural rearrangements of programmed death ligands 1 (CD274) and 2 (PDCD1LG2). Enrichment for somatic mutations within NF-κB pathway genes (MYD88, CD79B, NFKBIZ, BCL10, and MALT1) also feature prominently in PT-DLBCL. Taken together, the unique molecular and clinical characteristics of PT-DLBCL have informed on aspects of the distinct disease biology of this organotypic lymphoma that may guide rational therapeutic strategies.","1532-1681","Blood reviews","(32) 249-255",2018,"David D W","Twa","DDW","Department of Lymphoid Cancer Research, BC Cancer Agency, Vancouver, BC, Canada; Department of Pathology and Laboratory Medicine, University of British Columbia, Vancouver, BC, Canada."
29320758,"Polymerase epsilon mutations and concomitant β2-microglobulin mutations in cancer.","Mutations in the exonuclease domain of polymerase epsilon (POLE), an enzyme of DNA synthesis, are involved in a newly described syndrome of colorectal polyposis and cancer, and have been associated with a high mutation burden with or without microsatellite instability (MSI) phenotype. The exonuclease domain of POLE executes a proofreading function that decreases the mutation rate during DNA replication by an estimated of one to two orders. The high mutation burden resulting from its loss of function could create a load of neo-antigens that would put the neoplastic cells in severe disadvantage of an immune attack if properly presented to the immune system. This paper investigates the mutagenic effect of different POLE mutations in various cancers, in published genomic studies and the effect that these POLE mutations have in selecting for mutations of the β2 microglobulin (B2M) gene involved in antigen presentation.","1879-0038","Gene","(647) 31-38",2018,"Ioannis A","Voutsadakis","IA","Division of Medical Oncology, Department of Internal Medicine, Sault Area Hospital, Sault Ste Marie, Ontario, Canada; Division of Clinical Sciences, Northern Ontario School of Medicine, Sudbury, Ontario, Canada. Electronic address: ivoutsadakis@nosm.ca."
29373876,"Prognostic Value of IL-10 and Its Relationship with Disease Stage in Iranian Patients with Multiple Myeloma","Background: Several studies have demonstrated roles of interleukins in the pathogenesis of multiple myeloma (MM). Objective: Here we considered correlations among serum levels of IL-10, stage of disease and clinical laboratory disease markers in Iranian MM patients to investigate whether the interleukin might have prognostic significance. Materials and Methods: In this cross-sectional study, a total of 60 subjects (40 patients and 20 controls) were recruited. After preliminary laboratory tests, disease stage was evaluated and serum levels of IL-10 were measured using an enzymelinked immunosorbent assay (ELISA). Results: The mean concentration of serum IL-10 in patients (2.39±0.82 ng/ ml) was significantly higher (p<0.0001) than that in healthy controls (0.34±0.15 ng/ml). A positive and significant correlation (p<0.0001) was observed with the disease stage. The highest plasma cell proportions were recorded for MM stage III patients (68.8±9.21%), differing significantly from those of stage I patients (50.0±10.0%; p=0.011). The Beta-2 microglobulin value in stage III patients (7.7±1.13mg/l) was significantly higher than in those with stage II (4.31±0.64 mg/l; p<0.0001) and stage I (2.8±0.4 mg/l; p<0.0001). There was also a positive and significant correlation (p=0.002) between IL-10 levels and B2M. A trend (p=0.06) for positive correlation was observed between IL-10 levels and plasma cells. Conclusions: The correlation of IL-10 with disease stage and markers of disease activity indicates important roles in MM pathogenesis and progression. Therefore, measurement of serum IL-10 might be helpful for predicting stage and clinical management of MM.","2476-762X","Asian Pacific journal of cancer prevention : APJCP","(19) 27-32",2018,"Ramin","Shekarriz","R","Department of Hematology and Oncology, Gastrointestinal Cancer Research Center, Mazandaran University of medical sciences, Sari, Iran. Email:  drraminshekarriz@yahoo.com"
29425954,"Slit pores preferred over cylindrical pores for high selectivity in biomolecular filtration.","Microelectromechanical systems (MEMS) have enabled the fabrication of silicon nanopore membranes (SNM) with uniform non-overlapping ""slit shaped"" pores. The application of SNM has been suggested for high selectivity of biomolecules in a variety of medical filtration applications. The aim of this study was to rigorously quantify the differences in sieving between slit pore SNM and more commonly modeled cylindrical pore membranes, including effects of the extended Derjaguin, Landau, Verwey, and Overbeek (XDLVO) interactions. Applying equations derived for SNM in previous work, we compare the partition coefficient of slit and cylindrical pore membranes while accounting for both steric and XDLVO interactions. Simple, steric approximations demonstrate that slit pore membranes exhibit significantly lower partition coefficients than cylindrical pore models. Incorporating XDLVO interactions results in an even more marked difference between slit pore and cylindrical pore membranes. These partition coefficients were used to evaluate changes in beta-2-microglobulin (B2M) selectivity. The data demonstrate that XDLVO interactions increase the selectivity advantage that slit pores possess over cylindrical pores, particularly for larger values of the acid-base decay constant. Finally, the bovine serum albumin (BSA) to B2M selectivity ratio was investigated. The selectivity ratio appears larger in slit pores than cylindrical pores for all cases, indicating that slit pores are particularly well suited for hemofiltration applications. The results of this study have significant implications for the application of SNM in membrane processes where highly selective separation of biomolecules is desirable.","1095-7103","Journal of colloid and interface science","(517) 176-181",2018,"Benjamin J","Feinberg","BJ","Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, CA, USA."
29441592,"Identification of reference genes and miRNAs for RT-qPCR in testosterone propionate-induced benign prostatic hyperplasia in rats.","Testosterone propionate-induced benign prostatic hyperplasia in rats is a common model that is widely used in studies of the effects and molecular mechanisms of drugs designed to treat benign prostatic hyperplasia. RT-qPCR is a widely used technique in gene expression studies. Proper normalisation is critical for accurate expression analysis. Currently, no validated reference genes are available for RT-qPCR in rat benign prostatic hyperplasia. Given that microRNAs regulate mRNA expression at the post-transcriptional level, they are usually studied together. Here, the expression stability of 21 putative reference genes including 8 mRNAs and 13 miRNAs was evaluated in benign prostatic hyperplasia in rats. Relative expression levels of each gene were detected in rats from a model group and a normal group using SYBR RT-qPCR. Expression stability was evaluated by geNorm and NormFinder. The commonly used reference genes, such as ACTB, B2M and mir-16, were less stable, and let-7a was eliminated due to a large C","1439-0272","Andrologia","10.1111/and.12966",2018,"X","Chen","X","Institute of Basic Medicine, Zhejiang Academy of Traditional Chinese Medicine, Hangzhou, China."
